Query	Quality Threshold	Repetition	Unfairness
Query 1	θ = 0.78	93503	0.151088
Query 1	θ = 0.98	74435	0.236790
Query 3	θ = 0.78	645	0.160565
Query 3	θ = 0.78	46915	0.135620
Query 3	θ = 0.78	172645	0.082922
Query 3	θ = 0.88	115805	0.189132
Query 3	θ = 0.88	22647	0.233389
Query 2	θ = 0.78	74874	0.04
Query 2	θ = 0.88	59882	0.062915
Query 2	θ = 0.88	121479	0.036647
Query 1	θ = 0.88	116596	0.248699
Query 3	θ = 0.28	183686	0.01
Query 2	θ = 0.28	92525	0.01
Query 1	θ = 0.78	40960	0.190267
Query 3	θ = 0.48	194316	0.01
Query 2	θ = 0.78	45312	0.04
Query 3	θ = 0.78	147947	0.091887
Query 2	θ = 0.78	6790	0.008535
Query 2	θ = 0.78	85054	0.03
Query 1	θ = 0.28	102122	0.01
Query 1	θ = 0.98	1189	0.142278
Query 2	θ = 0.28	132650	0.01
Query 2	θ = 0.88	109143	0.041400
Query 2	θ = 0.98	54718	0.041303
Query 1	θ = 0.48	100302	0.027207
Query 1	θ = 0.78	134361	0.124490
Query 1	θ = 0.78	5957	0.210093
Query 1	θ = 0.98	197122	0.316389
Query 3	θ = 0.48	94937	0.004309
Query 2	θ = 0.28	112037	0.01
Query 1	θ = 0.48	109820	0.022453
Query 1	θ = 0.98	54687	0.216780
Query 3	θ = 0.98	50045	0.157902
Query 1	θ = 0.78	90681	0.153041
Query 3	θ = 0.98	117008	0.208255
Query 1	θ = 0.48	103828	0.025434
Query 3	θ = 0.78	198906	0.074011
Query 3	θ = 0.48	188477	0.01
Query 1	θ = 0.98	113960	0.269240
Query 1	θ = 0.48	54055	0.052484
Query 2	θ = 0.28	39756	0.01
Query 2	θ = 0.28	26151	0.01
Query 2	θ = 0.98	116946	0.071014
Query 3	θ = 0.48	196151	0.01
Query 2	θ = 0.78	63301	0.05
Query 1	θ = 0.48	91657	0.031613
Query 1	θ = 0.78	69458	0.168251
Query 3	θ = 0.48	29549	0.050999
Query 3	θ = 0.98	121004	0.210596
Query 2	θ = 0.48	21729	0.01
Query 3	θ = 0.28	6468	0.01
Query 3	θ = 0.88	5433	0.243793
Query 1	θ = 0.88	25712	0.299588
Query 2	θ = 0.78	165313	0.03
Query 1	θ = 0.88	4395	0.314412
Query 3	θ = 0.28	86052	0.01
Query 1	θ = 0.88	99701	0.256981
Query 2	θ = 0.48	55682	0.01
Query 2	θ = 0.78	14685	0.005657
Query 2	θ = 0.88	18778	0.084742
Query 2	θ = 0.88	116046	0.038723
Query 3	θ = 0.28	73526	0.01
Query 3	θ = 0.48	138381	0.01
Query 3	θ = 0.88	192146	0.163235
Query 3	θ = 0.78	115254	0.104679
Query 1	θ = 0.48	43114	0.059197
Query 2	θ = 0.88	69153	0.058540
Query 2	θ = 0.88	4145	0.093619
Query 2	θ = 0.88	68635	0.058781
Query 3	θ = 0.78	122706	0.101659
Query 3	θ = 0.48	24203	0.054977
Query 2	θ = 0.88	46439	0.069627
Query 2	θ = 0.28	135856	0.01
Query 2	θ = 0.48	189568	0.01
Query 1	θ = 0.78	23856	0.200934
Query 2	θ = 0.88	65352	0.060307
Query 1	θ = 0.98	37306	0.196473
Query 1	θ = 0.78	89305	0.153998
Query 3	θ = 0.98	107565	0.202480
Query 3	θ = 0.88	190055	0.163864
Query 2	θ = 0.28	6885	0.01
Query 3	θ = 0.98	21513	0.127208
Query 1	θ = 0.98	85731	0.246952
Query 3	θ = 0.98	188932	0.243026
Query 3	θ = 0.98	47023	0.154982
Query 3	θ = 0.88	87847	0.200653
Query 3	θ = 0.98	140091	0.221016
Query 3	θ = 0.48	5348	0.069431
Query 1	θ = 0.28	120495	0.01
Query 2	θ = 0.88	51500	0.067058
Query 2	θ = 0.28	199547	0.01
Query 2	θ = 0.98	90984	0.060166
Query 2	θ = 0.28	153062	0.01
Query 2	θ = 0.98	128700	0.075352
Query 3	θ = 0.48	56550	0.030969
Query 1	θ = 0.78	64908	0.171642
Query 3	θ = 0.98	34824	0.142453
Query 3	θ = 0.78	119601	0.102903
Query 1	θ = 0.98	97296	0.256553
Query 1	θ = 0.98	187572	0.311937
Query 2	θ = 0.78	15093	0.005484
Query 1	θ = 0.78	89265	0.154026
Query 2	θ = 0.28	26256	0.01
Query 1	θ = 0.28	194521	0.01
Query 1	θ = 0.78	163761	0.107101
Query 3	θ = 0.88	794	0.246762
Query 2	θ = 0.98	284	0.000263
Query 3	θ = 0.98	34323	0.141910
Query 1	θ = 0.88	75784	0.269301
Query 3	θ = 0.48	120907	0.01
Query 1	θ = 0.28	27298	0.01
Query 3	θ = 0.98	180043	0.239441
Query 1	θ = 0.88	19026	0.304121
Query 3	θ = 0.28	90523	0.01
Query 2	θ = 0.48	101581	0.02
Query 3	θ = 0.48	80368	0.014153
Query 2	θ = 0.88	34128	0.076120
Query 2	θ = 0.78	95484	0.05
Query 1	θ = 0.28	114026	0.01
Query 3	θ = 0.48	10012	0.065793
Query 3	θ = 0.78	12447	0.153844
Query 3	θ = 0.98	108938	0.203340
Query 1	θ = 0.48	197307	0.01
Query 3	θ = 0.88	187801	0.164537
Query 2	θ = 0.28	145640	0.01
Query 3	θ = 0.28	88118	0.01
Query 2	θ = 0.98	66569	0.048004
Query 3	θ = 0.28	72836	0.01
Query 1	θ = 0.28	95291	0.01
Query 1	θ = 0.48	129407	0.012976
Query 3	θ = 0.98	122790	0.211625
Query 2	θ = 0.78	4803	0.009243
Query 3	θ = 0.48	35628	0.046529
Query 1	θ = 0.48	32733	0.065729
Query 1	θ = 0.28	81784	0.01
Query 1	θ = 0.98	27618	0.183765
Query 1	θ = 0.48	70056	0.043005
Query 3	θ = 0.78	94868	0.113278
Query 2	θ = 0.48	6625	0.01
Query 1	θ = 0.48	160453	0.000879
Query 2	θ = 0.28	188128	0.01
Query 2	θ = 0.28	73733	0.01
Query 2	θ = 0.28	134036	0.01
Query 1	θ = 0.48	1659	0.086293
Query 1	θ = 0.88	50796	0.283577
Query 3	θ = 0.98	77728	0.181667
Query 3	θ = 0.88	24346	0.232406
Query 3	θ = 0.88	83418	0.202598
Query 2	θ = 0.78	94466	0.05
Query 1	θ = 0.78	162644	0.107738
Query 3	θ = 0.28	31542	0.01
Query 1	θ = 0.88	25141	0.299974
Query 1	θ = 0.88	114556	0.249670
Query 1	θ = 0.78	108285	0.141118
Query 2	θ = 0.48	98850	0.01
Query 1	θ = 0.48	67603	0.044407
Query 1	θ = 0.98	2833	0.145123
Query 2	θ = 0.48	179847	0.01
Query 1	θ = 0.88	24818	0.300195
Query 1	θ = 0.88	183883	0.219513
Query 1	θ = 0.48	23857	0.071445
Query 2	θ = 0.88	184793	0.015412
Query 2	θ = 0.28	142767	0.01
Query 1	θ = 0.98	179514	0.308065
Query 2	θ = 0.28	191773	0.01
Query 2	θ = 0.88	55386	0.065125
Query 2	θ = 0.78	65620	0.02
Query 1	θ = 0.48	21804	0.072784
Query 3	θ = 0.98	36617	0.144375
Query 3	θ = 0.88	141013	0.179768
Query 3	θ = 0.48	142835	0.01
Query 3	θ = 0.28	57855	0.01
Query 3	θ = 0.28	13509	0.01
Query 3	θ = 0.98	39329	0.147228
Query 3	θ = 0.78	102599	0.109958
Query 3	θ = 0.78	53909	0.132157
Query 1	θ = 0.28	77245	0.01
Query 2	θ = 0.78	160058	0.03
Query 3	θ = 0.98	140842	0.221403
Query 1	θ = 0.98	197629	0.316610
Query 3	θ = 0.98	116458	0.207929
Query 3	θ = 0.48	126520	0.01
Query 2	θ = 0.88	188039	0.014451
Query 3	θ = 0.88	74894	0.206433
Query 1	θ = 0.28	38075	0.01
Query 3	θ = 0.28	196647	0.01
Query 2	θ = 0.48	174114	0.01
Query 1	θ = 0.98	114345	0.269512
Query 1	θ = 0.28	68935	0.01
Query 2	θ = 0.78	178261	0.01
Query 2	θ = 0.88	109472	0.041271
Query 2	θ = 0.98	99803	0.064056
Query 2	θ = 0.78	192952	0.02
Query 3	θ = 0.48	89625	0.007861
Query 3	θ = 0.78	137061	0.096023
Query 3	θ = 0.78	128076	0.099531
Query 2	θ = 0.28	151059	0.01
Query 1	θ = 0.48	89734	0.032605
Query 3	θ = 0.88	10391	0.240715
Query 3	θ = 0.28	158065	0.01
Query 1	θ = 0.88	87278	0.263230
Query 2	θ = 0.88	176158	0.018032
Query 1	θ = 0.78	117584	0.135056
Query 2	θ = 0.78	87718	0.02
Query 2	θ = 0.78	120362	0.04
Query 2	θ = 0.78	119492	0.02
Query 1	θ = 0.88	60680	0.277740
Query 1	θ = 0.48	176695	0.01
Query 3	θ = 0.48	155260	0.01
Query 2	θ = 0.98	42256	0.033536
Query 1	θ = 0.28	142899	0.01
Query 1	θ = 0.88	156640	0.230896
Query 2	θ = 0.48	28870	0.01
Query 1	θ = 0.78	65694	0.171051
Query 2	θ = 0.78	151105	0.02
Query 3	θ = 0.78	52207	0.132994
Query 3	θ = 0.48	141366	0.01
Query 1	θ = 0.98	178258	0.307465
Query 2	θ = 0.48	52494	0.02
Query 2	θ = 0.88	133354	0.032286
Query 3	θ = 0.48	174133	0.02
Query 1	θ = 0.98	172411	0.304532
Query 2	θ = 0.48	181850	0.01
Query 1	θ = 0.98	146139	0.290109
Query 2	θ = 0.98	172909	0.089248
Query 2	θ = 0.28	116493	0.01
Query 2	θ = 0.78	16622	0.004836
Query 1	θ = 0.28	54257	0.01
Query 1	θ = 0.48	134589	0.010535
Query 2	θ = 0.98	5056	0.004747
Query 2	θ = 0.78	16140	0.005039
Query 2	θ = 0.28	175726	0.00
Query 2	θ = 0.28	122621	0.01
Query 3	θ = 0.98	159891	0.230663
Query 2	θ = 0.78	149508	0.05
Query 1	θ = 0.48	3249	0.085202
Query 1	θ = 0.48	12837	0.078715
Query 1	θ = 0.88	101525	0.256062
Query 3	θ = 0.98	160344	0.230872
Query 1	θ = 0.98	149006	0.291774
Query 2	θ = 0.98	64458	0.046854
Query 3	θ = 0.98	175643	0.237603
Query 1	θ = 0.88	131652	0.241753
Query 2	θ = 0.28	97849	0.02
Query 3	θ = 0.78	71958	0.123549
Query 1	θ = 0.28	137780	0.01
Query 2	θ = 0.98	68111	0.048837
Query 2	θ = 0.48	23523	0.02
Query 1	θ = 0.78	127740	0.128602
Query 1	θ = 0.88	126449	0.244110
Query 3	θ = 0.78	21869	0.148658
Query 3	θ = 0.88	40609	0.223407
Query 1	θ = 0.28	102259	0.01
Query 1	θ = 0.28	191315	0.01
Query 1	θ = 0.28	80981	0.01
Query 1	θ = 0.78	116308	0.135879
Query 3	θ = 0.88	194171	0.162642
Query 3	θ = 0.28	177465	0.01
Query 1	θ = 0.88	103079	0.255282
Query 3	θ = 0.78	17786	0.150890
Query 3	θ = 0.88	85788	0.201554
Query 1	θ = 0.88	67126	0.274071
Query 3	θ = 0.88	141608	0.179557
Query 2	θ = 0.48	70057	0.02
Query 3	θ = 0.48	23253	0.055690
Query 1	θ = 0.98	148990	0.291765
Query 1	θ = 0.28	172707	0.01
Query 2	θ = 0.98	56496	0.042347
Query 2	θ = 0.48	89004	0.01
Query 2	θ = 0.78	184107	0.03
Query 2	θ = 0.28	12986	0.01
Query 3	θ = 0.88	95839	0.197232
Query 3	θ = 0.28	141089	0.01
Query 2	θ = 0.98	3285	0.003100
Query 3	θ = 0.78	146183	0.092551
Query 3	θ = 0.88	34201	0.226873
Query 3	θ = 0.88	102242	0.194554
Query 2	θ = 0.48	18504	0.02
Query 2	θ = 0.28	168198	0.01
Query 3	θ = 0.78	29636	0.144502
Query 3	θ = 0.28	62546	0.01
Query 2	θ = 0.88	98856	0.045555
Query 1	θ = 0.88	81651	0.266166
Query 3	θ = 0.98	140856	0.221410
Query 2	θ = 0.78	69782	0.06
Query 3	θ = 0.98	101359	0.198488
Query 3	θ = 0.78	96633	0.112514
Query 1	θ = 0.88	110930	0.251421
Query 2	θ = 0.98	25086	0.021426
Query 1	θ = 0.88	145112	0.235870
Query 1	θ = 0.28	135076	0.01
Query 3	θ = 0.28	121521	0.01
Query 2	θ = 0.48	98189	0.02
Query 1	θ = 0.28	168654	0.01
Query 3	θ = 0.48	91432	0.006648
Query 2	θ = 0.48	35781	0.01
Query 3	θ = 0.98	36836	0.144607
Query 1	θ = 0.78	611	0.212933
Query 3	θ = 0.48	94376	0.004682
Query 2	θ = 0.78	121910	0.05
Query 1	θ = 0.28	170314	0.01
Query 1	θ = 0.88	133597	0.240884
Query 2	θ = 0.98	17590	0.015525
Query 2	θ = 0.88	54099	0.065760
Query 2	θ = 0.88	102976	0.043863
Query 2	θ = 0.78	61080	0.03
Query 2	θ = 0.78	42947	0.04
Query 3	θ = 0.98	108457	0.203040
Query 1	θ = 0.28	166162	0.01
Query 1	θ = 0.98	198756	0.317109
Query 2	θ = 0.78	101484	0.02
Query 2	θ = 0.88	55596	0.065020
Query 2	θ = 0.28	61881	0.01
Query 3	θ = 0.78	7955	0.156378
Query 1	θ = 0.88	75130	0.269655
Query 2	θ = 0.28	81931	0.01
Query 1	θ = 0.28	153715	0.01
Query 3	θ = 0.28	148075	0.01
Query 2	θ = 0.88	190904	0.013608
Query 3	θ = 0.98	90009	0.190750
Query 2	θ = 0.48	169006	0.02
Query 1	θ = 0.28	90192	0.01
Query 3	θ = 0.88	97413	0.196563
Query 1	θ = 0.28	157812	0.01
Query 2	θ = 0.48	27098	0.02
Query 1	θ = 0.78	13904	0.205960
Query 3	θ = 0.78	66024	0.126328
Query 1	θ = 0.78	37921	0.192732
Query 3	θ = 0.78	145660	0.092749
Query 2	θ = 0.28	187269	0.01
Query 1	θ = 0.78	88890	0.154288
Query 2	θ = 0.28	159688	0.01
Query 1	θ = 0.88	9634	0.310645
Query 3	θ = 0.48	20451	0.057801
Query 2	θ = 0.88	102856	0.043913
Query 3	θ = 0.48	41096	0.042388
Query 3	θ = 0.98	19809	0.125124
Query 2	θ = 0.28	11715	0.01
Query 2	θ = 0.78	122352	0.02
Query 2	θ = 0.28	33331	0.01
Query 3	θ = 0.98	28666	0.135623
Query 3	θ = 0.48	121249	0.01
Query 1	θ = 0.28	98727	0.01
Query 3	θ = 0.28	56440	0.01
Query 2	θ = 0.78	41452	0.04
Query 3	θ = 0.78	140255	0.094798
Query 2	θ = 0.28	41660	0.01
Query 1	θ = 0.78	117413	0.135166
Query 1	θ = 0.88	111049	0.251363
Query 1	θ = 0.48	189300	0.01
Query 2	θ = 0.98	124253	0.073760
Query 3	θ = 0.28	22363	0.01
Query 3	θ = 0.78	62769	0.127872
Query 3	θ = 0.98	53119	0.160798
Query 2	θ = 0.98	56422	0.042303
Query 1	θ = 0.98	32894	0.190840
Query 2	θ = 0.98	15441	0.013770
Query 1	θ = 0.78	18820	0.203457
Query 3	θ = 0.98	85667	0.187626
Query 2	θ = 0.48	70902	0.02
Query 3	θ = 0.88	41166	0.223109
Query 2	θ = 0.88	175475	0.018243
Query 2	θ = 0.98	99018	0.063717
Query 1	θ = 0.78	131312	0.126374
Query 1	θ = 0.88	50616	0.283686
Query 1	θ = 0.28	84513	0.01
Query 3	θ = 0.48	127202	0.01
Query 3	θ = 0.88	21226	0.234215
Query 2	θ = 0.88	14061	0.087540
Query 1	θ = 0.88	169943	0.225204
Query 2	θ = 0.98	155992	0.084339
Query 3	θ = 0.98	193996	0.244997
Query 3	θ = 0.48	191208	0.01
Query 3	θ = 0.28	113327	0.01
Query 3	θ = 0.98	37817	0.145645
Query 3	θ = 0.88	18274	0.235953
Query 2	θ = 0.88	74627	0.056013
Query 1	θ = 0.88	85346	0.264230
Query 1	θ = 0.98	145694	0.289834
Query 3	θ = 0.48	120806	0.01
Query 3	θ = 0.28	75370	0.01
Query 1	θ = 0.78	162145	0.108024
Query 2	θ = 0.28	106645	0.01
Query 1	θ = 0.78	50023	0.183054
Query 1	θ = 0.88	13035	0.308246
Query 2	θ = 0.28	56174	0.01
Query 2	θ = 0.88	18722	0.084774
Query 1	θ = 0.48	27647	0.068989
Query 2	θ = 0.28	38318	0.02
Query 1	θ = 0.28	135539	0.01
Query 3	θ = 0.98	49859	0.157725
Query 3	θ = 0.48	17620	0.059949
Query 2	θ = 0.28	20003	0.02
Query 2	θ = 0.48	189180	0.01
Query 1	θ = 0.88	25009	0.300065
Query 1	θ = 0.48	50674	0.054540
Query 3	θ = 0.48	10501	0.065414
Query 2	θ = 0.28	68344	0.02
Query 1	θ = 0.78	110666	0.139549
Query 1	θ = 0.48	165762	0.01
Query 3	θ = 0.98	35298	0.142965
Query 2	θ = 0.88	173434	0.018875
Query 2	θ = 0.28	121017	0.01
Query 2	θ = 0.88	50432	0.067598
Query 2	θ = 0.78	123929	0.02
Query 1	θ = 0.78	143931	0.118680
Query 2	θ = 0.28	126047	0.01
Query 2	θ = 0.48	199798	0.01
Query 1	θ = 0.88	112620	0.250601
Query 3	θ = 0.28	134431	0.01
Query 2	θ = 0.98	81207	0.055557
Query 3	θ = 0.48	47940	0.037279
Query 1	θ = 0.28	130126	0.01
Query 1	θ = 0.88	190194	0.217025
Query 1	θ = 0.48	104492	0.025102
Query 2	θ = 0.88	100907	0.044711
Query 1	θ = 0.28	128561	0.01
Query 3	θ = 0.48	114924	0.01
Query 3	θ = 0.88	75159	0.206311
Query 1	θ = 0.48	49909	0.055008
Query 3	θ = 0.78	66016	0.126332
Query 1	θ = 0.28	142483	0.01
Query 1	θ = 0.88	157751	0.230410
Query 3	θ = 0.78	65276	0.126682
Query 3	θ = 0.78	15701	0.152038
Query 1	θ = 0.88	121632	0.246334
Query 1	θ = 0.28	149135	0.01
Query 3	θ = 0.88	128202	0.184413
Query 3	θ = 0.78	30701	0.143940
Query 2	θ = 0.28	101661	0.01
Query 2	θ = 0.88	194681	0.012497
Query 3	θ = 0.88	14980	0.237916
Query 3	θ = 0.88	17984	0.236124
Query 3	θ = 0.98	128993	0.215103
Query 2	θ = 0.98	176963	0.090354
Query 2	θ = 0.78	63559	0.02
Query 2	θ = 0.48	128477	0.01
Query 2	θ = 0.88	117906	0.038008
Query 3	θ = 0.78	177487	0.081240
Query 3	θ = 0.88	132543	0.182809
Query 1	θ = 0.78	162140	0.108027
Query 1	θ = 0.78	35391	0.194802
Query 3	θ = 0.88	156708	0.174358
Query 1	θ = 0.78	2240	0.212063
Query 2	θ = 0.28	54832	0.02
Query 1	θ = 0.98	30861	0.188132
Query 3	θ = 0.78	53980	0.132121
Query 2	θ = 0.78	34170	0.05
Query 2	θ = 0.28	51787	0.01
Query 2	θ = 0.78	17370	0.004520
Query 3	θ = 0.28	169804	0.01
Query 3	θ = 0.28	10025	0.01
Query 3	θ = 0.88	147234	0.177576
Query 1	θ = 0.48	172715	0.01
Query 1	θ = 0.88	125492	0.244551
Query 2	θ = 0.98	138396	0.078709
Query 2	θ = 0.48	10795	0.01
Query 3	θ = 0.78	29162	0.144751
Query 3	θ = 0.78	186935	0.078002
Query 3	θ = 0.78	33969	0.142228
Query 3	θ = 0.78	73324	0.122914
Query 3	θ = 0.48	188744	0.02
Query 3	θ = 0.78	108838	0.107332
Query 2	θ = 0.28	34846	0.01
Query 1	θ = 0.78	61585	0.174146
Query 1	θ = 0.98	58225	0.220608
Query 1	θ = 0.28	91065	0.01
Query 3	θ = 0.48	36268	0.046041
Query 1	θ = 0.88	72088	0.271314
Query 1	θ = 0.98	57563	0.219891
Query 1	θ = 0.98	56443	0.218684
Query 2	θ = 0.88	126898	0.034636
Query 3	θ = 0.98	75375	0.179832
Query 2	θ = 0.88	163848	0.021906
Query 2	θ = 0.88	3568	0.093978
Query 2	θ = 0.28	157727	0.01
Query 1	θ = 0.78	194470	0.090322
Query 2	θ = 0.78	61046	0.05
Query 1	θ = 0.98	195467	0.315625
Query 3	θ = 0.28	174525	0.01
Query 3	θ = 0.98	172122	0.236104
Query 1	θ = 0.98	19125	0.171711
Query 2	θ = 0.28	38908	0.02
Query 3	θ = 0.88	112189	0.190547
Query 1	θ = 0.98	11414	0.159887
Query 3	θ = 0.98	81126	0.184257
Query 3	θ = 0.88	43704	0.221767
Query 1	θ = 0.98	65273	0.227908
Query 1	θ = 0.78	70375	0.167574
Query 3	θ = 0.88	60415	0.213294
Query 1	θ = 0.98	199075	0.317255
Query 2	θ = 0.78	90187	0.04
Query 3	θ = 0.78	159378	0.087665
Query 2	θ = 0.88	98659	0.045635
Query 1	θ = 0.88	34755	0.293606
Query 3	θ = 0.98	186001	0.241863
Query 2	θ = 0.88	41785	0.072049
Query 2	θ = 0.88	149351	0.026694
Query 2	θ = 0.78	53838	0.03
Query 2	θ = 0.88	9940	0.090030
Query 2	θ = 0.28	152462	0.01
Query 1	θ = 0.28	184390	0.01
Query 1	θ = 0.78	110936	0.139372
Query 2	θ = 0.48	178797	0.02
Query 3	θ = 0.48	66964	0.023503
Query 2	θ = 0.28	198305	0.01
Query 2	θ = 0.28	4389	0.01
Query 3	θ = 0.88	182809	0.166033
Query 1	θ = 0.98	106499	0.263737
Query 3	θ = 0.48	5838	0.069046
Query 2	θ = 0.28	33719	0.01
Query 1	θ = 0.88	57055	0.279856
Query 1	θ = 0.88	9774	0.310544
Query 3	θ = 0.28	82648	0.01
Query 1	θ = 0.98	141980	0.287605
Query 1	θ = 0.98	58067	0.220430
Query 2	θ = 0.28	44255	0.02
Query 3	θ = 0.78	192730	0.076053
Query 1	θ = 0.88	81434	0.266281
Query 3	θ = 0.78	93592	0.113834
Query 1	θ = 0.78	84805	0.157158
Query 2	θ = 0.88	129296	0.033756
Query 1	θ = 0.48	191569	0.01
Query 1	θ = 0.88	115467	0.249235
Query 1	θ = 0.88	129664	0.242647
Query 1	θ = 0.98	71201	0.233723
Query 1	θ = 0.78	156974	0.110995
Query 3	θ = 0.88	108957	0.191834
Query 2	θ = 0.88	173774	0.018768
Query 1	θ = 0.48	129478	0.012943
Query 2	θ = 0.88	145547	0.027991
Query 2	θ = 0.28	35057	0.01
Query 1	θ = 0.28	177492	0.01
Query 3	θ = 0.28	77627	0.01
Query 2	θ = 0.88	198509	0.011395
Query 3	θ = 0.48	125967	0.01
Query 2	θ = 0.98	111430	0.068861
Query 2	θ = 0.28	193751	0.01
Query 1	θ = 0.28	174488	0.01
Query 1	θ = 0.88	195563	0.214950
Query 2	θ = 0.88	138780	0.030348
Query 3	θ = 0.88	68476	0.209425
Query 2	θ = 0.98	111232	0.068781
Query 2	θ = 0.88	185119	0.015315
Query 3	θ = 0.98	87703	0.189103
Query 3	θ = 0.78	179362	0.080595
Query 2	θ = 0.48	95578	0.01
Query 1	θ = 0.98	164898	0.300645
Query 2	θ = 0.98	16356	0.014522
Query 1	θ = 0.28	160779	0.01
Query 1	θ = 0.78	84775	0.157179
Query 1	θ = 0.28	21460	0.01
Query 1	θ = 0.48	164337	0.01
Query 3	θ = 0.78	146832	0.092306
Query 2	θ = 0.78	93318	0.03
Query 2	θ = 0.88	29619	0.078585
Query 2	θ = 0.28	83345	0.01
Query 2	θ = 0.88	142851	0.028921
Query 1	θ = 0.98	8612	0.155285
Query 3	θ = 0.48	168069	0.01
Query 2	θ = 0.28	22712	0.01
Query 2	θ = 0.48	177561	0.01
Query 3	θ = 0.78	153644	0.089771
Query 2	θ = 0.88	31651	0.077470
Query 3	θ = 0.48	22264	0.056433
Query 2	θ = 0.28	26343	0.01
Query 3	θ = 0.78	22044	0.148565
Query 1	θ = 0.28	52646	0.01
Query 1	θ = 0.98	34872	0.193403
Query 1	θ = 0.48	172642	0.01
Query 2	θ = 0.28	124345	0.01
Query 1	θ = 0.28	51195	0.01
Query 2	θ = 0.88	32689	0.076899
Query 3	θ = 0.48	167946	0.01
Query 3	θ = 0.28	154579	0.01
Query 2	θ = 0.98	71576	0.050677
Query 3	θ = 0.88	7702	0.242367
Query 2	θ = 0.78	52263	0.02
Query 1	θ = 0.48	71538	0.042205
Query 3	θ = 0.28	125651	0.01
Query 2	θ = 0.98	923	0.000869
Query 2	θ = 0.48	129229	0.01
Query 1	θ = 0.48	30307	0.067279
Query 3	θ = 0.78	98653	0.111642
Query 3	θ = 0.78	191677	0.076404
Query 3	θ = 0.28	125032	0.01
Query 1	θ = 0.78	66835	0.170198
Query 2	θ = 0.28	69182	0.01
Query 3	θ = 0.48	142575	0.01
Query 3	θ = 0.88	143198	0.178997
Query 1	θ = 0.98	178755	0.307691
Query 3	θ = 0.88	58111	0.214436
Query 3	θ = 0.28	178101	0.01
Query 3	θ = 0.28	133117	0.01
Query 3	θ = 0.78	148974	0.091505
Query 1	θ = 0.98	122198	0.274995
Query 2	θ = 0.88	2719	0.094512
Query 2	θ = 0.88	48397	0.068624
Query 2	θ = 0.28	114949	0.01
Query 3	θ = 0.78	126370	0.100202
Query 2	θ = 0.28	8952	0.01
Query 1	θ = 0.98	188618	0.312429
Query 2	θ = 0.28	86301	0.01
Query 2	θ = 0.78	140420	0.03
Query 1	θ = 0.88	186528	0.218461
Query 1	θ = 0.28	168594	0.01
Query 1	θ = 0.98	119285	0.273001
Query 1	θ = 0.98	50389	0.212014
Query 3	θ = 0.48	52252	0.034102
Query 2	θ = 0.88	139092	0.030236
Query 2	θ = 0.78	55939	0.03
Query 3	θ = 0.88	126738	0.184962
Query 3	θ = 0.78	85235	0.117522
Query 1	θ = 0.28	22417	0.01
Query 3	θ = 0.88	42539	0.222382
Query 1	θ = 0.88	151344	0.233236
Query 2	θ = 0.88	150465	0.026321
Query 2	θ = 0.28	96154	0.01
Query 1	θ = 0.98	125302	0.277089
Query 1	θ = 0.28	168751	0.01
Query 1	θ = 0.98	119178	0.272923
Query 3	θ = 0.48	188371	0.01
Query 3	θ = 0.98	50922	0.158737
Query 3	θ = 0.78	139395	0.095125
Query 3	θ = 0.98	126620	0.213786
Query 2	θ = 0.88	50971	0.067324
Query 1	θ = 0.48	89129	0.032918
Query 3	θ = 0.48	17402	0.060115
Query 3	θ = 0.48	132798	0.01
Query 3	θ = 0.28	31653	0.01
Query 1	θ = 0.78	162469	0.107838
Query 2	θ = 0.88	159229	0.023396
Query 1	θ = 0.28	133558	0.01
Query 2	θ = 0.28	39683	0.01
Query 2	θ = 0.88	137156	0.030925
Query 2	θ = 0.88	111875	0.040330
Query 2	θ = 0.78	6867	0.008507
Query 1	θ = 0.78	118502	0.134465
Query 3	θ = 0.48	133411	0.01
Query 2	θ = 0.98	142695	0.080136
Query 2	θ = 0.28	64702	0.01
Query 3	θ = 0.98	189926	0.243416
Query 3	θ = 0.88	83970	0.202352
Query 1	θ = 0.48	38051	0.062362
Query 2	θ = 0.88	197366	0.011721
Query 2	θ = 0.28	187336	0.01
Query 3	θ = 0.48	85671	0.010532
Query 3	θ = 0.48	84643	0.011231
Query 2	θ = 0.28	63765	0.01
Query 3	θ = 0.78	63258	0.127640
Query 3	θ = 0.48	8928	0.066634
Query 2	θ = 0.28	88647	0.01
Query 2	θ = 0.88	53851	0.065882
Query 1	θ = 0.98	169196	0.302880
Query 2	θ = 0.98	6986	0.006497
Query 2	θ = 0.98	80708	0.055311
Query 2	θ = 0.98	152413	0.083246
Query 1	θ = 0.28	152137	0.01
Query 3	θ = 0.88	40827	0.223291
Query 2	θ = 0.28	186022	0.01
Query 2	θ = 0.28	126852	0.00
Query 3	θ = 0.78	67824	0.125483
Query 1	θ = 0.28	101290	0.01
Query 3	θ = 0.88	164712	0.171728
Query 2	θ = 0.48	42410	0.02
Query 3	θ = 0.98	47448	0.155397
Query 1	θ = 0.78	138326	0.122068
Query 3	θ = 0.98	127392	0.214215
Query 2	θ = 0.28	123972	0.01
Query 3	θ = 0.48	178940	0.01
Query 3	θ = 0.78	64081	0.127252
Query 1	θ = 0.78	176821	0.099808
Query 1	θ = 0.48	171405	0.01
Query 2	θ = 0.88	18921	0.084657
Query 2	θ = 0.28	113979	0.01
Query 2	θ = 0.48	82519	0.01
Query 2	θ = 0.28	110370	0.02
